id_pemda,nama_pemda,apbd_pra,apbd_pasca,trd_pra,trd_pasca,pad_pra,pad_pasca,totbl_covid,pad_transfer_pra,pad_transfer_pasca,pad_apbd_pra,pad_apbd_pasca
991862,"Kota Surabaya",1.03E+13,8.62E+12,3.50E+12,3.12E+12,5.58E+12,4.91E+12,2.02E+11,1.596310249,1.574778553,0.540505731,0.569831491
994761,"Kota Batu",1.00E+12,8.97E+11,6.50E+11,5.66E+11,2.07E+11,1.32E+11,19893022412,0.318736007,0.233947999,0.207014982,0.147495438
991947,"Provinsi Kalimantan Barat",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
980227,"Kab. Bengkayang",1.10E+12,9.80E+11,9.76E+11,8.43E+11,56374530600,36914862500,17371926065,0.057735321,0.043800664,0.051096049,0.037662072
980231,"Kab. Landak",1.49E+12,1.47E+12,1.25E+12,1.07E+12,1.02E+11,77143785614,0,0.081239853,0.072047456,0.068564467,0.052316271
991993,"Kab. Kapuas Hulu",1.83E+12,1.66E+12,1.64E+12,1.45E+12,83608739166,72030914166,43460676111,0.0508809,0.049726564,0.045738982,0.043481151
992008,"Kab. Ketapang",2.17E+12,1.85E+12,1.92E+12,1.75E+12,1.59E+11,1.27E+11,1.06E+11,0.082648705,0.072503345,0.073302798,0.06884687
991989,"Kab. Mempawah",1.08E+12,9.22E+11,8.78E+11,7.68E+11,84911268000,85204918000,1.20E+11,0.096679124,0.110959822,0.078882464,0.092375467
991951,"Kab. Sambas",1.91E+12,1.63E+12,1.56E+12,1.35E+12,1.52E+11,1.02E+11,25031394694,0.097165015,0.075236769,0.079388316,0.062121225
991968,"Kab. Sanggau",1.75E+12,1.55E+12,1.19E+12,1.01E+12,1.04E+11,1.04E+11,35294337911,0.087415983,0.102673298,0.059435789,0.066922444
991972,"Kab. Sintang",2.21E+12,2.00E+12,1.33E+12,1.18E+12,1.54E+11,1.33E+11,42193985643,0.115821332,0.113312735,0.069848082,0.066457359
992012,"Kota Pontianak",1.87E+12,1.54E+12,1.20E+12,9.96E+11,5.36E+11,2.91E+11,1.57E+11,0.447391095,0.292548605,0.286624464,0.189051488
994775,"Kota Singkawang",9.42E+11,8.12E+11,6.49E+11,5.63E+11,1.62E+11,1.33E+11,70880608728,0.249389116,0.235861484,0.171894166,0.16356232
987507,"Kab. Sekadau",1.03E+12,9.34E+11,8.38E+11,6.71E+11,60543256540,57309278933,1.40E+11,0.07223813,0.085456663,0.059024284,0.061391409
987492,"Kab. Melawi",1.13E+12,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0,#DIV/0!
963358,"Kab. Kayong Utara",6.70E+11,7.39E+11,6.60E+11,5.72E+11,33889110088,32093204240,76302005466,0.051362152,0.056096993,0.050594331,0.043424979
975616,"Kab. Kubu Raya",1.71E+12,1.37E+12,1.09E+12,9.57E+11,1.80E+11,1.26E+11,24474337292,0.164499951,0.131826037,0.105407595,0.092062039
992029,"Provinsi Kalimantan Tengah",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
992054,"Kab. Barito Selatan",1.21E+12,1.07E+12,8.02E+11,6.89E+11,93778093408,63640256338,32151649786,0.116981586,0.092431691,0.077389594,0.059482103
992040,"Kab. Barito Utara",1.23E+12,1.05E+12,1.02E+12,9.43E+11,1.21E+11,1.02E+11,35014492000,0.119128171,0.108178617,0.098975922,0.096958686
992033,"Kab. Kapuas",2.69E+12,1.83E+12,1.77E+12,1.45E+12,1.29E+11,1.13E+11,1.19E+11,0.072849436,0.078185769,0.047819781,0.061889774
992075,"Kab. Kotawaringin Barat",1.70E+12,1.69E+12,1.19E+12,1.09E+12,2.55E+11,2.08E+11,75000000000,0.213448302,0.191733734,0.150230763,0.123242235
992061,"Kab. Kotawaringin Timur",1.93E+12,1.74E+12,1.49E+12,1.32E+12,2.70E+11,2.70E+11,51709658000,0.181457178,0.203916788,0.140021639,0.154963428
992082,"Kota Palangkaraya",1.26E+12,1.08E+12,9.06E+11,7.82E+11,1.73E+11,1.71E+11,82864093750,0.190988285,0.218883916,0.137513829,0.157886547
997472,"Kab. Katingan",1.33E+12,1.14E+12,1.12E+12,1.02E+12,62565045450,52157996860,15774729625,0.055952313,0.051369716,0.047163617,0.045867258
997489,"Kab. Seruyan",1.45E+12,1.17E+12,1.03E+12,8.91E+11,2.67E+11,1.43E+11,0,0.259771419,0.160461981,0.183822974,0.122675997
997493,"Kab. Sukamara",7.38E+11,6.16E+11,6.37E+11,5.40E+11,45009215051,39702332047,68493079524,0.07069176,0.073469657,0.060962589,0.064409608
997501,"Kab. Lamandau",8.90E+11,7.25E+11,7.32E+11,6.62E+11,50723920371,44457686023,83233298315,0.06933442,0.067182144,0.057020606,0.061280264
997515,"Kab. Gunung Mas",1.11E+12,8.55E+11,9.76E+11,8.43E+11,60318439000,42865970000,45882528377,0.061825945,0.050832523,0.054362697,0.050158431
997522,"Kab. Pulang Pisau",1.03E+12,8.71E+11,9.01E+11,8.13E+11,48853535500,41386539185,40132111712,0.05425047,0.050929945,0.047336661,0.047497355
997536,"Kab. Murung Raya",1.25E+12,1.02E+12,9.72E+11,8.60E+11,70928899791,70374399791,50000000000,0.072986131,0.081842094,0.056793012,0.068938168
997540,"Kab. Barito Timur",9.84E+11,8.46E+11,8.20E+11,7.29E+11,88437482415,69270382415,61482637705,0.107837445,0.095019039,0.089903618,0.081847515
992164,"Provinsi Kalimantan Selatan",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
992171,"Kab. Banjar",2.09E+12,1.89E+12,1.26E+12,1.13E+12,1.90E+11,1.69E+11,1.03E+11,0.151136812,0.149620302,0.091081247,0.089203021
992228,"Kab. Barito Kuala",1.39E+12,1.15E+12,9.75E+11,8.82E+11,71807241437,67180158129,1.08E+11,0.073655593,0.076165423,0.051796402,0.058543926
992207,"Kab. Hulu Sungai Selatan",1.36E+12,1.28E+12,9.92E+11,9.62E+11,1.50E+11,95343457000,2.56E+11,0.15116301,0.099109027,0.110158003,0.074359047
992211,"Kab. Hulu Sungai Tengah",1.35E+12,1.21E+12,8.50E+11,7.58E+11,1.21E+11,1.09E+11,19938574938,0.142108325,0.143235261,0.089786546,0.090059104
992253,"Kab. Hulu Sungai Utara",1.22E+12,1.24E+12,8.43E+11,7.46E+11,1.10E+11,1.10E+11,0,0.130609296,0.147588314,0.09041684,0.089132435
992249,"Kab. Kotabaru",1.69E+12,0,1.30E+12,1.19E+12,1.28E+11,1.19E+11,35877226000,0.098117322,0.099710935,0.075792261,#DIV/0!
992232,"Kab. Tabalong",1.55E+12,1.43E+12,9.43E+11,9.65E+11,2.06E+11,1.94E+11,1.09E+11,0.218498834,0.200665597,0.132736374,0.135519352
992185,"Kab. Tanah Laut",1.93E+12,1.59E+12,1.19E+12,1.11E+12,1.50E+11,1.38E+11,2.50E+11,0.126104946,0.1235378,0.077637523,0.086455421
992192,"Kab. Tapin",1.39E+12,1.17E+12,1.00E+12,8.78E+11,72838553830,64594595708,85387717800,0.072674993,0.073557552,0.052405159,0.05523891
980248,"Kota Banjarbaru",1.30E+12,1.07E+12,7.51E+11,6.83E+11,2.41E+11,1.82E+11,0,0.321209746,0.266036544,0.184894678,0.169406701
992260,"Kota Banjarmasin",2.07E+12,1.85E+12,1.18E+12,1.04E+12,3.67E+11,2.34E+11,51580000000,0.309993578,0.224486671,0.177725499,0.126842523
998236,"Kab. Balangan",1.25E+12,1.35E+12,1.12E+12,1.12E+12,68352858056,68352858056,29958409524,0.061031977,0.061031977,0.054616656,0.050635831
998222,"Kab. Tanah Bumbu",1.96E+12,1.94E+12,1.48E+12,1.48E+12,1.76E+11,1.76E+11,1.65E+11,0.118650937,0.118650937,0.089818081,0.090628411
992096,"Provinsi Kalimantan Timur",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
992139,"Kab. Berau",2.46E+12,2.27E+12,2.20E+12,1.78E+12,2.32E+11,1.70E+11,38302335000,0.105580259,0.095381199,0.094045859,0.074585371
992101,"Kab. Kutai Kartanegara",5.97E+12,5.08E+12,4.62E+12,3.53E+12,4.64E+11,4.17E+11,1.30E+11,0.100487755,0.118241679,0.077686937,0.082067109
980273,"Kab. Kutai Barat",2.62E+12,2.28E+12,1.85E+12,1.74E+12,1.37E+11,1.37E+11,2.80E+11,0.074024673,0.078721439,0.052100258,0.059987899
980280,"Kab. Kutai Timur",3.63E+12,2.56E+12,2.86E+12,2.51E+12,2.13E+11,1.07E+11,3.54E+11,0.07452127,0.042581688,0.058806066,0.041714951
992118,"Kab. Paser",2.56E+12,1.87E+12,1.57E+12,1.44E+12,1.35E+11,1.23E+11,75887750623,0.085882646,0.085524984,0.052720329,0.065977773
992150,"Kota Balikpapan",2.73E+12,2.04E+12,1.32E+12,1.23E+12,715000000,3.90E+11,1.37E+11,0.00054181,0.318374115,0.000262162,0.191051401
980294,"Kota Bontang",1.67E+12,1.27E+12,1.09E+12,8.51E+11,1.85E+11,1.64E+11,0,0.169912368,0.192483355,0.110479642,0.128732094
992143,"Kota Samarinda",3.13E+12,2.51E+12,1.48E+12,1.36E+12,5.16E+11,1.89E+11,0,0.348065353,0.139632252,0.165181664,0.075494031
997561,"Kab. Penajam Paser Utara",1.62E+12,1.40E+12,1.18E+12,9.07E+11,1.22E+11,1.18E+11,71316869044,0.103984474,0.130149966,0.075443337,0.084501274
999006,"Kab. Mahakam Ulu",1.83E+12,9.99E+11,1.45E+12,1.07E+12,20207451529,13273083514,50519069000,0.013931611,0.012372549,0.011021598,0.013289909
993021,"Provinsi Sulawesi Utara",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
993059,"Kab. Bolaang Mongondow",1.10E+12,8.73E+11,9.38E+11,8.13E+11,56304584597,52125810870,1.01E+11,0.060044759,0.064084964,0.051247158,0.059680373
993042,"Kab. Minahasa",1.43E+12,1.23E+12,1.14E+12,1.00E+12,1.17E+11,78080825000,59535678300,0.102742344,0.077820621,0.081585938,0.063668541
993063,"Kab. Kepulauan Sangihe",1.10E+12,8.80E+11,9.84E+11,8.48E+11,66158719633,58240160873,66341028559,0.067233339,0.068674659,0.06012413,0.066212436
993091,"Kota Bitung",8.55E+11,7.50E+11,6.67E+11,6.17E+11,86677318412,64699824245,84927292644,0.12994664,0.104940432,0.101379162,0.086279794
993070,"Kota Manado",1.88E+12,1.40E+12,1.05E+12,9.58E+11,4.44E+11,3.08E+11,1.21E+11,0.423148918,0.32113008,0.236554512,0.220118142
997412,"Kab. Kepulauan Talaud",9.05E+11,7.43E+11,8.32E+11,7.27E+11,29734898920,26761409028,37189997667,0.035733081,0.036831099,0.032848911,0.036034064
998240,"Kab. Minahasa Selatan",1.05E+12,9.16E+11,9.42E+11,8.07E+11,36914163663,33142597630,19144850000,0.039205922,0.041048974,0.035307867,0.036194216
998257,"Kota Tomohon",7.62E+11,6.47E+11,6.60E+11,5.77E+11,68687903846,38971954933,48270736672,0.104089423,0.067521805,0.090166146,0.060201429
987485,"Kab. Minahasa Utara",1.05E+12,9.19E+11,8.85E+11,7.61E+11,93895485213,76943886787,19104064241,0.10606292,0.101173435,0.089679882,0.083746637
963389,"Kab. Kep. Siau Tagulandang Biaro",7.21E+11,5.59E+11,6.77E+11,5.81E+11,27007743166,25559704282,54610903546,0.039911068,0.044020544,0.037472041,0.045722187
963395,"Kota Kotamobagu",7.00E+11,5.10E+11,5.14E+11,4.59E+11,82300000000,61725000000,85652050842,0.159994457,0.134413921,0.117590732,0.121091831
963409,"Kab. Bolaang Mongondow Utara",7.41E+11,5.47E+11,6.78E+11,5.83E+11,21797662352,20100412352,1.03E+11,0.032142815,0.034466742,0.029402466,0.03674772
963415,"Kab. Minahasa Tenggara",8.18E+11,6.84E+11,5.68E+11,5.01E+11,18191892011,14385844291,50404322344,0.032019691,0.028726338,0.022252166,0.021047297
975022,"Kab. Bolaang Mongondow Timur",6.67E+11,6.06E+11,5.26E+11,4.68E+11,19525923795,17197375223,23852015855,0.037107396,0.036770348,0.029266677,0.028391065
977860,"Kab. Bolaang Mongondow Selatan",6.61E+11,5.25E+11,6.14E+11,5.54E+11,16385862731,16106523731,75239909190,0.02669735,0.029082058,0.024780143,0.0306771
992960,"Provinsi Sulawesi Tengah",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
993000,"Kab. Banggai",1.88E+12,1.72E+12,1.53E+12,1.38E+12,2.25E+11,2.15E+11,36073028687,0.146740579,0.155359802,0.119662952,0.125083976
980337,"Kab. Banggai Kepulauan",9.44E+11,8.20E+11,8.19E+11,6.98E+11,36507500000,36507500000,35516220000,0.044555067,0.052317828,0.038685304,0.044533517
980316,"Kab. Buol",1.02E+12,8.19E+11,8.98E+11,8.04E+11,72853167977,68842283427,1.10E+11,0.081164163,0.085638583,0.071117163,0.084087245
992998,"Kab. Toli0Toli",1.23E+12,8.92E+11,9.11E+11,7.68E+11,1.21E+11,1.15E+11,20130128230,0.133193806,0.150114609,0.098621177,0.129316154
992981,"Kab. Donggala",1.86E+12,1.16E+12,1.05E+12,8.40E+11,77269076392,73077083201,30042129337,0.07390761,0.08698917,0.04148347,0.063209016
980320,"Kab. Morowali",1.26E+12,1.10E+12,9.23E+11,8.46E+11,3.13E+11,2.42E+11,53482799741,0.339225602,0.286323939,0.24869433,0.21980648
992977,"Kab. Poso",1.50E+12,1.26E+12,1.33E+12,1.20E+12,1.11E+11,67474347680,22879702500,0.083770878,0.056347156,0.074102261,0.053626027
993017,"Kota Palu",2.30E+12,1.37E+12,9.57E+11,8.33E+11,2.19E+11,1.81E+11,43713756146,0.22943329,0.216746572,0.095245544,0.131905163
997582,"Kab. Parigi Moutong",1.75E+12,1.46E+12,1.46E+12,1.27E+12,1.22E+11,1.16E+11,25919598216,0.08307286,0.091305507,0.069564965,0.079414342
987471,"Kab. Tojo Una Una",1.19E+12,9.57E+11,9.28E+11,8.05E+11,73236183338,63694099457,64193740323,0.078888024,0.079102959,0.06178165,0.066558554
975172,"Kab. Sigi",1.82E+12,1.05E+12,1.13E+12,9.37E+11,52923944059,52923944059,34729030800,0.046908344,0.0565098,0.029103073,0.050201688
999009,"Kab. Banggai Laut",8.54E+11,8.17E+11,6.31E+11,5.67E+11,36249226415,24449215136,20000000000,0.057450254,0.043135533,0.042458083,0.029907452
999013,"Kab. Morowali Utara",1.15E+12,9.79E+11,1.02E+12,8.96E+11,69278256655,48138359919,49014209000,0.068166393,0.053741852,0.060438414,0.049172426
992722,"Provinsi Sulawesi Selatan",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
992846,"Kab. Bantaeng",1.06E+12,8.91E+11,7.35E+11,6.43E+11,1.58E+11,1.11E+11,37090263935,0.215356612,0.172113002,0.149018965,0.124159379
992888,"Kab. Barru",0,8.89E+11,8.47E+11,7.58E+11,1.13E+11,1.02E+11,25516248224,0.133851693,0.134506306,#DIV/0!,0.114577304
992778,"Kab. Bone",2.48E+12,2.11E+12,1.96E+12,1.74E+12,2.12E+11,2.05E+11,82157500000,0.108193649,0.117639281,0.085396782,0.097112701
992832,"Kab. Bulukumba",1.55E+12,1.29E+12,1.08E+12,9.76E+11,1.93E+11,1.87E+11,76200758980,0.178888328,0.191813606,0.124218247,0.145103422
992935,"Kab. Enrekang",1.16E+12,9.23E+11,9.26E+11,8.25E+11,1.05E+11,83518788196,96190218031,0.113061974,0.101180432,0.089936741,0.0905124
992740,"Kab. Gowa",2.06E+12,1.70E+12,1.51E+12,1.39E+12,2.24E+11,1.79E+11,42715950026,0.148796119,0.128711224,0.108702564,0.105371045
992850,"Kab. Jeneponto",1.31E+12,1.21E+12,1.07E+12,9.67E+11,1.38E+11,1.38E+11,2.11E+11,0.129179933,0.143015981,0.105222805,0.114522066
992811,"Kab. Luwu",1.53E+12,1.26E+12,1.06E+12,9.07E+11,1.15E+11,76897806770,20337360783,0.10897964,0.084789313,0.075340803,0.061007044
980341,"Kab. Luwu Utara",1.48E+12,1.19E+12,1.18E+12,1.05E+12,1.44E+11,79112293590,32227427925,0.121918228,0.074994154,0.097487418,0.06621519
992799,"Kab. Maros",1.56E+12,1.40E+12,1.11E+12,9.92E+11,3.11E+11,2.30E+11,28499192181,0.28022466,0.231376616,0.199243629,0.164524194
992900,"Kab. Pangkajene Kepulauan",1.43E+12,1.18E+12,1.19E+12,1.07E+12,1.86E+11,1.86E+11,1.13E+11,0.156685172,0.174331663,0.130273602,0.157917038
997604,"Kota Palopo",1.11E+12,1.02E+12,7.35E+11,6.60E+11,1.90E+11,1.77E+11,35505251000,0.258070042,0.268665976,0.17089731,0.174189165
928282,"Kab. Luwu Timur",1.59E+12,1.24E+12,9.77E+11,8.60E+11,3.00E+11,2.75E+11,44824998638,0.306766746,0.320170652,0.189104188,0.222246785
992736,"Kab. Pinrang",1.40E+12,1.11E+12,1.03E+12,8.81E+11,1.31E+11,49237072796,29620567395,0.127465269,0.055902855,0.093884866,0.044451517
992825,"Kab. Sinjai",1.38E+12,1.08E+12,9.17E+11,7.79E+11,1.00E+11,90762840634,96793299994,0.109515823,0.11657952,0.072709884,0.084173824
992867,"Kab. Kepulauan Selayar",1.20E+12,9.93E+11,9.70E+11,8.17E+11,84684347742,84684347742,23642394000,0.087273799,0.103695439,0.070799673,0.085292651
992892,"Kab. Sidenreng Rappang",1.34E+12,1.17E+12,9.24E+11,7.96E+11,1.44E+11,1.31E+11,71131612000,0.155920217,0.164478085,0.107854018,0.111452834
992914,"Kab. Soppeng",1.21E+12,1.00E+12,9.91E+11,8.99E+11,1.27E+11,45419427780,51521391415,0.127827566,0.050523277,0.104296519,0.045362888
992871,"Kab. Takalar",1.16E+12,1.05E+12,9.34E+11,8.39E+11,1.61E+11,1.61E+11,5973185800,0.172153069,0.191618501,0.139026893,0.152572621
992782,"Kab. Tana Toraja",1.19E+12,1.09E+12,9.67E+11,8.46E+11,1.29E+11,1.16E+11,1.07E+11,0.133013901,0.137460852,0.108396554,0.106759424
992757,"Kab. Wajo",1.58E+12,1.31E+12,1.31E+12,1.13E+12,1.45E+11,1.15E+11,52764409614,0.110347712,0.101765351,0.091400041,0.088184018
992956,"Kota Pare0pare",9.21E+11,8.07E+11,6.23E+11,5.44E+11,1.66E+11,1.37E+11,8359222870,0.266161875,0.252459225,0.180151524,0.170135224
992942,"Kota Makassar",4.22E+12,3.56E+12,1.85E+12,1.70E+12,1.75E+12,1.07E+12,2.71E+11,0.94437082,0.625721626,0.414661489,0.299710578
975327,"Kab. Toraja Utara",1.18E+12,8.30E+11,9.27E+11,8.18E+11,59500000000,44625000000,11000000000,0.064190204,0.054525316,0.050525427,0.053782788
993106,"Provinsi Sulawesi Tenggara",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
993127,"Kab. Buton",1.03E+12,9.09E+11,7.67E+11,6.60E+11,26990000000,20020000000,33709830000,0.035210448,0.030325041,0.026315333,0.0220287
993110,"Kab. Konawe",0,1.48E+12,1.34E+12,1.19E+12,1.19E+11,1.05E+11,99695810150,0.088684089,0.087677932,#DIV/0!,0.070589487
993148,"Kab. Kolaka",0,1.24E+12,1.03E+12,9.56E+11,1.81E+11,1.33E+11,0,0.17609255,0.138935906,#DIV/0!,0.107439196
993131,"Kab. Muna",1.28E+12,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0,#DIV/0!
993326,"Kota Kendari",1.61E+12,1.24E+12,9.44E+11,8.44E+11,4.77E+11,4.77E+11,51388506500,0.505083585,0.56498681,0.296900104,0.383388546
994782,"Kota Bau0bau",9.89E+11,7.75E+11,7.15E+11,6.36E+11,1.12E+11,99619923891,92976965462,0.156726251,0.156590348,0.113257705,0.128466568
998304,"Kab. Konawe Selatan",1.61E+12,1.16E+12,1.37E+12,1.22E+12,66194958213,66194958213,14256923625,0.0482624,0.054433776,0.04103551,0.057310791
987642,"Kab. Bombana",1.15E+12,1.02E+12,9.37E+11,8.83E+11,69314220003,66972381771,48622867346,0.073951085,0.075805774,0.060421262,0.065639191
987638,"Kab. Wakatobi",9.40E+11,8.34E+11,8.18E+11,7.15E+11,35580061342,33221392696,15000000000,0.04351945,0.046491162,0.037846208,0.03981037
987443,"Kab. Kolaka Utara",1.06E+12,6.50E+11,8.41E+11,7.41E+11,45948303727,33081364269,24179109426,0.054641567,0.04462821,0.043434513,0.05087512
963364,"Kab. Konawe Utara",9.71E+11,8.62E+11,6.77E+11,5.80E+11,66592953942,66592953942,3951547000,0.098385871,0.114723974,0.068587732,0.077222305
963370,"Kab. Buton Utara",7.07E+11,6.19E+11,6.47E+11,5.60E+11,20623452020,20623452020,0,0.031865711,0.036838306,0.029152294,0.033295673
999014,"Kab. Konawe Kepulauan",0,4.80E+11,5.36E+11,4.46E+11,10660300000,10660300000,0,0.019895308,0.0238818,#DIV/0!,0.02221266
999012,"Kab. Kolaka Timur",0,5.80E+11,7.50E+11,6.43E+11,22204997337,22144997337,1.38E+11,0.029623443,0.034418774,#DIV/0!,0.038195458
999915,"Kab. Muna Barat",6.62E+11,6.61E+11,6.12E+11,6.12E+11,19296434188,19296434188,14385751100,0.031554092,0.031554092,0.029160672,0.029208122
999016,"Kab. Buton Tengah",6.89E+11,5.75E+11,6.25E+11,5.23E+11,18014572359,10930358225,4000000000,0.028813263,0.020890155,0.026145582,0.018998042
999017,"Kab. Buton Selatan",7.79E+11,4.37E+11,6.01E+11,5.47E+11,7420250000,2547500000,93171608443,0.012350345,0.004656584,0.009522246,0.005826678
992274,"Provinsi Bali",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
992342,"Kab. Badung",6.30E+12,4.16E+12,7.38E+11,6.95E+11,5.30E+12,3.43E+12,2.71E+11,7.185515706,4.939639707,0.841442841,0.826607762
992338,"Kab. Bangli",1.23E+12,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0,#DIV/0!
992281,"Kab. Buleleng",0,2.01E+12,1.50E+12,1.33E+12,4.02E+11,2.89E+11,59795877000,0.267536353,0.218271697,#DIV/0!,0.144351573
992317,"Kab. Gianyar",3.12E+12,2.30E+12,1.17E+12,1.07E+12,1.23E+12,7.22E+11,0,1.047491752,0.676969613,0.394317668,0.314043678
992295,"Kab. Jembrana",1.27E+12,9.82E+11,7.22E+11,6.22E+11,1.42E+11,1.26E+11,29267513829,0.195994836,0.203119814,0.111346127,0.128787279
992321,"Kab. Karangasem",1.71E+12,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0,#DIV/0!
992300,"Kab. Klungkung",1.36E+12,9.76E+11,8.12E+11,7.24E+11,2.49E+11,2.08E+11,60446930461,0.30603763,0.287623441,0.183340098,0.213534757
992359,"Kab. Tabanan",2.19E+12,1.65E+12,1.62E+12,1.37E+12,4.50E+11,3.04E+11,58479077800,0.277708808,0.221652595,0.205677393,0.183585188
992363,"Kota Denpasar",2.44E+12,1.90E+12,1.02E+12,9.32E+11,9.42E+11,5.87E+11,49901729000,0.922940292,0.629899153,0.386584782,0.309655921
992370,"Provinsi Nusa Tenggara Barat",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
992410,"Kab. Bima",1.93E+12,1.39E+12,1.74E+12,1.62E+12,1.54E+11,1.54E+11,31317154800,0.088419001,0.095052094,0.079526381,0.110858822
992431,"Kab. Dompu",1.20E+12,1.05E+12,8.42E+11,7.26E+11,1.09E+11,1.00E+11,62062738835,0.12991862,0.138387111,0.091315486,0.095535921
992384,"Kab. Lombok Barat",1.99E+12,1.72E+12,1.41E+12,1.24E+12,2.74E+11,1.81E+11,72522088231,0.19406055,0.146075347,0.137829633,0.105769945
992391,"Kab. Lombok Tengah",2.34E+12,2.07E+12,1.64E+12,1.44E+12,2.26E+11,1.80E+11,59308460017,0.137640757,0.124742172,0.096319384,0.086634554
992406,"Kab. Lombok Timur",2.81E+12,2.08E+12,1.82E+12,1.61E+12,3.23E+11,3.19E+11,1.37E+11,0.177588099,0.198037505,0.115103866,0.153760193
992427,"Kab. Sumbawa",1.86E+12,1.40E+12,1.46E+12,1.25E+12,1.72E+11,1.49E+11,1.10E+11,0.11768983,0.119577641,0.092560122,0.106332268
992448,"Kota Mataram",1.53E+12,1.00E+12,8.76E+11,8.08E+11,4.15E+11,2.45E+11,1.40E+11,0.473533225,0.302641512,0.272127771,0.244081493
997625,"Kota Bima",9.18E+11,7.32E+11,6.76E+11,5.79E+11,62007142945,46527741732,0,0.091755906,0.080351765,0.067513992,0.06353562
987450,"Kab. Sumbawa Barat",1.08E+12,8.89E+11,9.09E+11,7.67E+11,76739053980,73714478700,44109041600,0.084448356,0.096141074,0.071257465,0.082932567
975477,"Kab. Lombok Utara",1.09E+12,9.11E+11,7.41E+11,7.41E+11,2.21E+11,2.21E+11,77038430079,0.297627277,0.297627277,0.202776518,0.242214758
992452,"Provinsi Nusa Tenggara Timur",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
992502,"Kab. Alor",1.18E+12,1.06E+12,1.07E+12,9.33E+11,65926304605,65926304605,15805891368,0.061507351,0.070643227,0.055852105,0.062170442
992473,"Kab. Belu",1.10E+12,9.71E+11,9.41E+11,8.30E+11,1.02E+11,85865629496,0,0.108145764,0.103471142,0.092487183,0.088387615
992537,"Kab. Ende",1.29E+12,1.09E+12,1.17E+12,1.03E+12,90000000000,85507287700,55228588228,0.076627062,0.08274363,0.069882484,0.07870805
992520,"Kab. Flores Timur",1.16E+12,1.07E+12,1.06E+12,9.65E+11,77253999180,66761612484,14000000000,0.073100624,0.069203807,0.06633678,0.062268249
992469,"Kab. Kupang",1.36E+12,1.17E+12,1.15E+12,9.85E+11,89576128268,68726857138,26498929016,0.077585359,0.06978562,0.065787756,0.058966743
980379,"Kab. Lembata",9.67E+11,8.78E+11,8.11E+11,7.39E+11,1.01E+11,94311507923,0,0.124407416,0.127624573,0.104366571,0.107465813
992558,"Kab. Manggarai",1.28E+12,1.11E+12,1.08E+12,9.49E+11,1.03E+11,92240366943,20352280818,0.095165753,0.097240885,0.080841716,0.083185954
992541,"Kab. Ngada",9.26E+11,8.39E+11,7.99E+11,6.94E+11,71453132203,64236371390,69420724350,0.089478282,0.092527268,0.077190032,0.076595904
992516,"Kab. Sikka",1.28E+12,1.02E+12,8.80E+11,7.52E+11,1.14E+11,91010870243,54921336476,0.129872982,0.12103607,0.089151165,0.089007947
992579,"Kab. Sumba Barat",8.24E+11,6.93E+11,6.96E+11,5.95E+11,92808668234,64528007106,33183571304,0.133281124,0.108422593,0.112662742,0.093115174
992562,"Kab. Sumba Timur",1.33E+12,1.12E+12,1.13E+12,9.59E+11,1.09E+11,97410838641,0,0.096255061,0.101524376,0.08194346,0.087136315
992494,"Kab. Timor Tengah Selatan",1.66E+12,1.06E+12,1.14E+12,9.80E+11,96620751544,57972450926,33500000000,0.084957634,0.059160442,0.058346913,0.054894843
992480,"Kab. Timor Tengah Utara",1.23E+12,1.14E+12,1.03E+12,9.03E+11,63940847451,63564768169,33467222131,0.062343729,0.07038166,0.051883324,0.055548878
993368,"Kota Kupang",1.23E+12,1.07E+12,8.89E+11,8.03E+11,2.00E+11,1.51E+11,42240198400,0.224923097,0.188573102,0.162528554,0.141437184
997578,"Kab. Rote Ndao",8.53E+11,7.11E+11,7.61E+11,6.31E+11,31170294897,25923971852,0,0.040960214,0.041077801,0.036559089,0.036437759
